domain,problem,LLM_Model,Prompt_ID,LLM_Temperature,LLM_API_Time_s,Valid_Domain
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-13.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-14.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-15.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-16.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-17.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-18.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-19.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-2.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-20.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-3.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-4.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-5.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-6.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-7.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-8.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.5.pddl,instance-9.pddl,gemini,few_shot_short,0.5,21.341953992843628,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-1.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-10.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-11.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-12.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-13.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-14.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-15.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-16.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-17.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-18.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-19.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-2.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-20.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-3.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-4.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-5.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-6.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-7.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-8.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__gemini__few_shot_short__0.7.pddl,instance-9.pddl,gemini,few_shot_short,0.7,20.671635150909424,True
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-1.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-10.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-11.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-12.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-13.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-14.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-15.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-16.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-17.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-18.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-19.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-2.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-20.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-3.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-4.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-5.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-6.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-7.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-8.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.2.pddl,instance-9.pddl,claude,few_shot_short,0.2,13.307478189468384,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-1.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-10.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-11.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-12.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-13.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-14.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-15.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-16.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-17.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-18.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-19.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-2.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-20.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-3.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-4.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-5.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-6.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-7.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-8.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.5.pddl,instance-9.pddl,claude,few_shot_short,0.5,14.197466373443604,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-1.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-10.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-11.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-12.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-13.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-14.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-15.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-16.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-17.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-18.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-19.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-2.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-20.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-3.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-4.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-5.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-6.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-7.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-8.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__claude__few_shot_short__0.7.pddl,instance-9.pddl,claude,few_shot_short,0.7,13.80049753189087,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-1.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-10.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-11.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-12.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-13.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-14.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-15.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-16.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-17.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-18.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-19.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-2.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-20.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-3.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-4.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-5.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-6.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-7.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-8.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.2.pddl,instance-9.pddl,llama3,few_shot_short,0.2,8.961784362792969,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-1.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-10.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-11.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-12.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-13.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-14.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-15.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-16.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-17.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-18.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-19.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-2.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-20.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-3.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-4.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-5.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-6.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-7.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-8.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.5.pddl,instance-9.pddl,llama3,few_shot_short,0.5,6.687263250350952,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-1.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-10.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-11.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-12.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-13.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-14.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-15.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-16.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-17.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-18.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-19.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-2.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-20.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-3.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-4.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-5.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-6.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-7.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-8.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__llama3__few_shot_short__0.7.pddl,instance-9.pddl,llama3,few_shot_short,0.7,7.367987394332886,False
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-1.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-10.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-11.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-12.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-13.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-14.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-15.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-16.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-17.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-18.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-19.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-2.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-20.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-3.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-4.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-5.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-6.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-7.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-8.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.2.pddl,instance-9.pddl,gpt-4o,few_shot_short,0.2,14.19626760482788,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-1.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-10.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-11.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-12.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-13.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-14.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-15.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-16.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-17.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-18.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-19.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-2.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-20.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-3.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-4.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-5.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-6.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-7.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-8.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.5.pddl,instance-9.pddl,gpt-4o,few_shot_short,0.5,14.109872341156006,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-1.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-10.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-11.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-12.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-13.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-14.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-15.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-16.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-17.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-18.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-19.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-2.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-20.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-3.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-4.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-5.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-6.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-7.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-8.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__gpt4o__few_shot_short__0.7.pddl,instance-9.pddl,gpt-4o,few_shot_short,0.7,13.477436065673828,True
barman-sequential-agile__o4mini__few_shot_short__0.2.pddl,instance-1.pddl,o4-mini,few_shot_short,0.2,47.220518589019775,True
barman-sequential-agile__o4mini__few_shot_short__0.2.pddl,instance-10.pddl,o4-mini,few_shot_short,0.2,47.220518589019775,True
